Day,CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude
Sunday,17091420,BURGLARY AUTO,BURGLARY - VEHICLE,2500 LE CONTE AVE,07/23/2017 12:00:00 AM 06:00,37.876965, -122.260544
Sunday,17038302,BURGLARY AUTO,BURGLARY - VEHICLE,BOWDITCH STREET & CHANNING WAY,07/02/2017 12:00:00 AM 22:00,37.867209, -122.256554
Sunday,17049346,THEFT MISD. (UNDER $950),LARCENY,2900 CHANNING WAY,08/20/2017 12:00:00 AM 23:20,37.867948, -122.250664
Sunday,17091319,THEFT MISD. (UNDER $950),LARCENY,2100 RUSSELL ST,07/09/2017 12:00:00 AM 04:15,37.856719, -122.266672
Sunday,17044238,DISTURBANCE,DISORDERLY CONDUCT,TELEGRAPH AVENUE & DURANT AVE,07/30/2017 12:00:00 AM 01:16,37.867816, -122.258994
Sunday,17046188,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,08/06/2017 12:00:00 AM 23:30,37.865009, -122.258767
Sunday,17016785,2ND RESPONSE,NOISE VIOLATION,3000 ACTON ST,03/26/2017 12:00:00 AM 00:51,37.853085, -122.281368
Sunday,17041244,GUN/WEAPON,WEAPONS OFFENSE,SEAWALL DRIVE & UNIVERSITY AVE,07/16/2017 12:00:00 AM 00:07,37.863045, -122.317348
Sunday,17025823,DISTURBANCE,DISORDERLY CONDUCT,2800 SACRAMENTO ST,05/07/2017 12:00:00 AM 17:56,37.856792, -122.279845
Sunday,17041623,THEFT MISD. (UNDER $950),LARCENY,2200 DWIGHT WAY,07/16/2017 12:00:00 AM 13:00,37.864238, -122.265263
Sunday,17049351,DISTURBANCE,DISORDERLY CONDUCT,1800 EUCLID AVE,08/20/2017 12:00:00 AM 20:00,37.876045, -122.260336
Sunday,17027280,ASSAULT/BATTERY MISD.,ASSAULT,2100 CALIFORNIA ST,05/14/2017 12:00:00 AM 09:36,37.869524, -122.27965
Sunday,17047514,THEFT MISD. (UNDER $950),LARCENY,2500 BANCROFT WAY,08/13/2017 12:00:00 AM 17:25,37.868722, -122.259123
Sunday,17091609,THEFT FELONY (OVER $950),LARCENY,1800 SONOMA AVE,08/13/2017 12:00:00 AM 09:00,37.885752, -122.27805
Sunday,17050168,IDENTITY THEFT,FRAUD,2000 HASTE ST,07/16/2017 12:00:00 AM 10:00,37.86456, -122.269954
Sunday,17042959,ROBBERY,ROBBERY,1300 GLENDALE AVE,07/23/2017 12:00:00 AM 23:30,37.885525, -122.254405
Sunday,17013843,NARCOTICS,DRUG VIOLATION,1000 DWIGHT WAY,03/12/2017 12:00:00 AM 12:49,37.860732, -122.291369
Sunday,17091281,VANDALISM,VANDALISM,ALLSTON WAY & CALIFORNIA ST,07/02/2017 12:00:00 AM 21:45,37.867106, -122.286054
Sunday,17041313,DISTURBANCE,DISORDERLY CONDUCT,1700 UNIVERSITY AVE,07/16/2017 12:00:00 AM 09:04,37.870948, -122.27733
Sunday,17031936,THEFT FELONY (OVER $950),LARCENY,1900 FOURTH ST,06/04/2017 12:00:00 AM 14:40,37.868281, -122.300102
Sunday,17091341,IDENTITY THEFT,FRAUD,1900 BERRYMAN ST,05/07/2017 12:00:00 AM 13:00,37.883285, -122.274145
Sunday,17024233,NARCOTICS,DRUG VIOLATION,ADDISON STREET & FOURTH ST,04/30/2017 12:00:00 AM 22:24,37.866253, -122.299483
Sunday,17091272,BURGLARY AUTO,BURGLARY - VEHICLE,2745 BANCROFT WAY,07/02/2017 12:00:00 AM 10:00,37.869545, -122.252577
Sunday,17025764,THEFT MISD. (UNDER $950),LARCENY,2700 MILVIA ST,05/07/2017 12:00:00 AM 11:00,37.860225, -122.269453
Sunday,17091038,THEFT FELONY (OVER $950),LARCENY,3046 COLLEGE AVE,05/28/2017 12:00:00 AM 04:30,37.854358, -122.252784
Sunday,17044250,BURGLARY AUTO,BURGLARY - VEHICLE,GRANT STREET & CHANNING WAY,07/30/2017 12:00:00 AM 02:25,37.864872, -122.274587
Sunday,17038384,MISSING JUVENILE,MISSING PERSON,4509 MARKET ST,07/02/2017 12:00:00 AM 22:00,Berkeley, CA
Sunday,17042873,DISTURBANCE,DISORDERLY CONDUCT,100 UNIVERSITY AVE,07/23/2017 12:00:00 AM 01:50,37.86331, -122.316113
Sunday,17044256,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 PIEDMONT AVE,07/30/2017 12:00:00 AM 03:50,37.865868, -122.251595
Sunday,17022535,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & SECOND ST,04/23/2017 12:00:00 AM 01:43,37.866981, -122.302083
Sunday,17036774,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2800 WOOLSEY ST,06/25/2017 12:00:00 AM 21:09,37.854137, -122.251007
Sunday,17018444,BURGLARY AUTO,BURGLARY - VEHICLE,DURANT AVENUE & ELLSWORTH ST,04/02/2017 12:00:00 AM 19:30,37.867221, -122.263531
Sunday,17091062,THEFT MISD. (UNDER $950),LARCENY,2300 SHATTUCK AVE,06/04/2017 12:00:00 AM 00:05,37.867176, -122.267802
Sunday,17090676,VANDALISM,VANDALISM,MILVIA STREET & BANCROFT WAY,04/02/2017 12:00:00 AM 19:00,37.867291, -122.270245
Sunday,17041546,BURGLARY AUTO,BURGLARY - VEHICLE,2800 GRANT ST,07/16/2017 12:00:00 AM 22:30,37.857647, -122.273145
Sunday,17022549,NARCOTICS,DRUG VIOLATION,1400 UNIVERSITY AVE,04/23/2017 12:00:00 AM 02:41,37.870054, -122.284263
Sunday,17022543,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & SECOND ST,04/23/2017 12:00:00 AM 02:13,37.866981, -122.302083
Sunday,17028906,VEHICLE STOLEN,MOTOR VEHICLE THEFT,CURTIS STREET & HEARST AVE,05/21/2017 12:00:00 AM 16:00,37.870911, -122.289684
Sunday,17091535,BURGLARY AUTO,BURGLARY - VEHICLE,1900 CENTER ST,08/06/2017 12:00:00 AM 11:00,37.869685, -122.272804
Sunday,17047454,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 SIXTH ST,08/13/2017 12:00:00 AM 00:00,37.881142, -122.30191
Sunday,17090679,THEFT FELONY (OVER $950),LARCENY,BANCROFT WAY &TELEGRAPH AVE,04/02/2017 12:00:00 AM 18:30,Berkeley, CA
Sunday,17021185,BURGLARY AUTO,BURGLARY - VEHICLE,2300 FOURTH ST,04/16/2017 12:00:00 AM 16:30,37.862844, -122.298368
Sunday,17017029,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1200 UNIVERSITY AVE,03/26/2017 12:00:00 AM 00:00,37.869385, -122.28953
Sunday,17030403,BURGLARY AUTO,BURGLARY - VEHICLE,FIFTH STREET & HARRISON ST,05/28/2017 12:00:00 AM 12:10,37.880922, -122.303115
Sunday,17046021,ASSAULT/BATTERY MISD.,ASSAULT,2000 UNIVERSITY AVE,08/06/2017 12:00:00 AM 22:00,37.871828, -122.270516
Sunday,17047570,SEXUAL ASSAULT FEL.,SEX CRIME,200 UNIVERSITY AVE,08/13/2017 12:00:00 AM 12:30,37.865491, -122.310065
Sunday,17030447,ROBBERY,ROBBERY,1700 SOLANO AVE,05/28/2017 12:00:00 AM 17:50,37.891214, -122.282158
Sunday,17091415,BURGLARY AUTO,BURGLARY - VEHICLE,2700 WEBSTER ST,07/23/2017 12:00:00 AM 06:50,37.855798, -122.252707
Sunday,17091481,BURGLARY AUTO,BURGLARY - VEHICLE,2400 HASTE ST,07/30/2017 12:00:00 AM 10:00,37.865849, -122.259977
Sunday,17041310,NARCOTICS,DRUG VIOLATION,CEDAR STREET & SAN PABLO AVE,07/16/2017 12:00:00 AM 10:24,37.875218, -122.294052
Sunday,17036742,NARCOTICS,DRUG VIOLATION,2100 M L KING JR WAY,06/25/2017 12:00:00 AM 17:26,Berkeley, CA
Sunday,17091015,BURGLARY AUTO,BURGLARY - VEHICLE,1100 SUTTER ST,05/28/2017 12:00:00 AM 01:25,37.888072, -122.272344
Sunday,17033571,DISTURBANCE,DISORDERLY CONDUCT,OXFORD STREET & CENTER ST,06/11/2017 12:00:00 AM 16:40,37.870583, -122.265956
Sunday,17038191,THEFT FELONY (OVER $950),LARCENY,HARRISON STREET & FIFTH ST,07/02/2017 12:00:00 AM 13:02,37.880922, -122.303115
Sunday,17012393,THEFT MISD. (UNDER $950),LARCENY,2300 SEVENTH ST,03/05/2017 12:00:00 AM 02:21,37.863564, -122.295135
Sunday,17024161,MISSING ADULT,MISSING PERSON,1100 HEARST AVE,04/30/2017 12:00:00 AM 11:30,37.870417, -122.292485
Sunday,17013915,ROBBERY,ROBBERY,WARRING STREET & DERBY ST,03/12/2017 12:00:00 AM 19:33,37.862379, -122.250054
Sunday,17042846,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WAY,07/23/2017 12:00:00 AM 11:36,37.872691, -122.270741
Sunday,17043031,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 BLAKE ST,07/23/2017 12:00:00 AM 21:00,37.861653, -122.278529
Sunday,17016959,DISTURBANCE,DISORDERLY CONDUCT,2300 ELLSWORTH ST,03/26/2017 12:00:00 AM 21:00,37.867972, -122.263699
Sunday,17033517,DISTURBANCE,DISORDERLY CONDUCT,1800 SACRAMENTO ST,06/11/2017 12:00:00 AM 12:10,37.872847, -122.282313
Sunday,17044330,BRANDISHING,WEAPONS OFFENSE,1700 UNIVERSITY AVE,07/30/2017 12:00:00 AM 16:30,37.870948, -122.27733
Sunday,17031942,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & SECOND ST,06/04/2017 12:00:00 AM 15:22,37.866981, -122.302083
Sunday,17033468,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1300 TENTH ST,06/11/2017 12:00:00 AM 02:16,37.879996, -122.296893
Sunday,17018452,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1500 BERKELEY WAY,04/02/2017 12:00:00 AM 22:00,37.871311, -122.281978
Sunday,17025872,DISTURBANCE,DISORDERLY CONDUCT,2100 M L KING JR WAY,05/07/2017 12:00:00 AM 22:18,Berkeley, CA
Sunday,17013956,MISSING ADULT,MISSING PERSON,1900 WARD ST,03/12/2017 12:00:00 AM 14:30,37.858856, -122.271592
Sunday,17021105,NARCOTICS,DRUG VIOLATION,HEARST AVENUE & SECOND ST,04/16/2017 12:00:00 AM 03:57,37.868417, -122.302539
Sunday,17049173,BURGLARY AUTO,BURGLARY - VEHICLE,1200 FIFTH ST,08/20/2017 12:00:00 AM 16:00,37.880786, -122.303067
Sunday,17044310,VEHICLE STOLEN,MOTOR VEHICLE THEFT,WARRING STREET & CHANNING WAY,07/30/2017 12:00:00 AM 02:30,37.867948, -122.250664
Sunday,17091510,VANDALISM,VANDALISM,1600 FRANCISCO ST,07/30/2017 12:00:00 AM 18:50,37.874251, -122.280203
Sunday,17091232,THEFT MISD. (UNDER $950),LARCENY,1000 OXFORD ST,06/25/2017 12:00:00 AM 21:35,37.890716, -122.268299
Sunday,17037372,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2100 UNIVERSITY AVE,06/25/2017 12:00:00 AM 01:30,37.872175, -122.267835
Sunday,17091150,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,06/18/2017 12:00:00 AM 13:00,37.867513, -122.26127
Sunday,17050898,VANDALISM,VANDALISM,UNIVERSITY AVENUE & SHATTUCK AVE,08/27/2017 12:00:00 AM 20:48,37.872106, -122.268405
Sunday,17015396,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,03/19/2017 12:00:00 AM 19:32,37.88015, -122.297446
Sunday,17042839,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1700 SHATTUCK AVE,07/23/2017 12:00:00 AM 10:15,37.876307, -122.268923
Sunday,17027291,DOMESTIC VIOLENCE,FAMILY OFFENSE,2100 DURANT AVE,05/14/2017 12:00:00 AM 11:18,37.866739, -122.267299
Sunday,17090770,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,04/16/2017 12:00:00 AM 18:30,37.863611, -122.317566
Sunday,17024025,2ND RESPONSE,NOISE VIOLATION,2600 HILLEGASS AVE,04/30/2017 12:00:00 AM 00:00,37.863292, -122.256293
Sunday,17090900,THEFT FELONY (OVER $950),LARCENY,200 MARINA BLVD,05/07/2017 12:00:00 AM 06:30,37.868667, -122.313656
Sunday,17035072,ARSON,ARSON,2600 COLLEGE AVE,06/18/2017 12:00:00 AM 11:00,37.863598, -122.253693
Sunday,17038165,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,07/02/2017 12:00:00 AM 10:24,37.88015, -122.297446
Sunday,17018724,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 TYLER ST,03/19/2017 12:00:00 AM 08:00,37.852422, -122.278571
Sunday,17091311,THEFT MISD. (UNDER $950),LARCENY,1900 HEARST AVE,07/02/2017 12:00:00 AM 00:00,37.873327, -122.273214
Sunday,17090929,BURGLARY AUTO,BURGLARY - VEHICLE,2200 BANCROFT WAY,05/14/2017 12:00:00 AM 21:20,37.867871, -122.26565
Sunday,17025718,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & W FRONTAGE RD,05/07/2017 12:00:00 AM 02:45,37.866265, -122.305592
Sunday,17042935,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,07/23/2017 12:00:00 AM 21:30,37.871167, -122.268285
Sunday,17090627,THEFT MISD. (UNDER $950),LARCENY,3000 DEAKIN ST,03/26/2017 12:00:00 AM 08:00,37.855671, -122.262461
Sunday,17018314,BURGLARY AUTO,BURGLARY - VEHICLE,400 GILMAN ST,04/02/2017 12:00:00 AM 09:00,37.877715, -122.309618
Sunday,17049196,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2600 WARRING ST,08/20/2017 12:00:00 AM 21:03,37.863934, -122.250262
Sunday,17036969,THEFT FELONY (OVER $950),LARCENY,1600 WOOLSEY ST,06/25/2017 12:00:00 AM 12:00,37.850899, -122.276174
Sunday,17049072,ASSAULT/BATTERY MISD.,ASSAULT,DURANT AVENUE & BOWDITCH ST,08/20/2017 12:00:00 AM 02:00,37.868103, -122.25672
Sunday,17016810,DISTURBANCE,DISORDERLY CONDUCT,2200 OXFORD ST,03/26/2017 12:00:00 AM 04:34,37.869625, -122.265892
Sunday,17022532,ASSAULT/BATTERY MISD.,ASSAULT,COLLEGE AVENUE & PARKER ST,04/23/2017 12:00:00 AM 01:30,37.863938, -122.253735
Sunday,17024172,DISTURBANCE,DISORDERLY CONDUCT,2900 TELEGRAPH AVE,04/30/2017 12:00:00 AM 17:03,37.857452, -122.259548
Sunday,17013993,VEHICLE STOLEN,MOTOR VEHICLE THEFT,3100 KING ST,03/12/2017 12:00:00 AM 20:00,37.851928, -122.274017
Sunday,17091166,BURGLARY AUTO,BURGLARY - VEHICLE,ADDISON STREET & MILVIA ST,06/18/2017 12:00:00 AM 18:00,37.870867, -122.270635
Sunday,17090892,IDENTITY THEFT,FRAUD,1100 TENTH ST,05/07/2017 12:00:00 AM 14:45,37.88286, -122.297848
Sunday,17036793,VANDALISM,VANDALISM,2600 SAN PABLO AVE,06/25/2017 12:00:00 AM 23:20,37.85922, -122.289035
Sunday,17019823,THEFT FELONY (OVER $950),LARCENY,2100 SHATTUCK AVE,04/09/2017 12:00:00 AM 15:45,37.871167, -122.268285
Sunday,17043229,VANDALISM,VANDALISM,2800 SACRAMENTO ST,07/23/2017 12:00:00 AM 22:00,37.856792, -122.279845
Sunday,17090980,BURGLARY AUTO,BURGLARY - VEHICLE,2300 RUSSELL ST,05/21/2017 12:00:00 AM 21:01,37.857387, -122.261536
Sunday,17025860,DOMESTIC VIOLENCE,FAMILY OFFENSE,UNIVERSITY AVENUE & ACTON ST,05/07/2017 12:00:00 AM 21:28,37.870054, -122.284263
Sunday,17032142,VEHICLE STOLEN,MOTOR VEHICLE THEFT,900 CHANNING WAY,06/04/2017 12:00:00 AM 23:30,37.861991, -122.294394
Sunday,17036599,GUN/WEAPON,WEAPONS OFFENSE,2200 BONAR ST,06/25/2017 12:00:00 AM 00:04,37.86695, -122.286984
Sunday,17090636,THEFT MISD. (UNDER $950),LARCENY,1200 HEARST AVE,03/26/2017 12:00:00 AM 02:00,37.870911, -122.289684
Sunday,17022563,NARCOTICS,DRUG VIOLATION,MARKET STREET & STANFORD AVE,04/23/2017 12:00:00 AM 07:50,Berkeley, CA
Sunday,17032036,ASSAULT/BATTERY FEL.,ASSAULT,2300 TELEGRAPH AVE,06/04/2017 12:00:00 AM 22:33,37.868714, -122.259189
Sunday,17028756,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2100 NINTH ST,05/21/2017 12:00:00 AM 05:24,37.867317, -122.293982
Sunday,17090888,IDENTITY THEFT,FRAUD,800 CONTRA COSTA AVE,05/07/2017 12:00:00 AM 13:10,37.894483, -122.276085
Sunday,17091511,THEFT MISD. (UNDER $950),LARCENY,100 SPINNAKER WAY,07/30/2017 12:00:00 AM 15:20,37.870287, -122.316238
Sunday,17026618,SEXUAL ASSAULT FEL.,SEX CRIME,1900 M L KING JR WAY,04/30/2017 12:00:00 AM 20:00,Berkeley, CA
Sunday,17091321,BURGLARY AUTO,BURGLARY - VEHICLE,100 AVENIDA DR,07/09/2017 12:00:00 AM 19:20,37.883791, -122.249709
Sunday,17013957,GUN/WEAPON,WEAPONS OFFENSE,FULTON STREET & STUART ST,03/12/2017 12:00:00 AM 22:50,37.858888, -122.264137
Sunday,17030401,NARCOTICS,DRUG VIOLATION,800 BOLIVAR DR,05/28/2017 12:00:00 AM 13:40,Berkeley, CA
Sunday,17091063,BURGLARY AUTO,BURGLARY - VEHICLE,1600 PRINCE ST,06/04/2017 12:00:00 AM 05:00,37.85177, -122.276489
Sunday,17091243,THEFT MISD. (UNDER $950),LARCENY,600 WOODMONT AVE,06/25/2017 12:00:00 AM 01:00,37.902059, -122.265294
Sunday,17018394,THEFT MISD. (UNDER $950),LARCENY,2600 TELEGRAPH AVE,04/02/2017 12:00:00 AM 17:06,37.862927, -122.258784
Sunday,17042838,ASSAULT/BATTERY MISD.,ASSAULT,3200 ADELINE ST,07/23/2017 12:00:00 AM 10:59,37.850345, -122.270911
Sunday,17013910,ROBBERY,ROBBERY,2100 PRINCE ST,03/12/2017 12:00:00 AM 19:11,37.8531, -122.266131
Sunday,17050773,ASSAULT/BATTERY FEL.,ASSAULT,2500 DURANT AVE,08/27/2017 12:00:00 AM 02:24,37.867852, -122.258699
Sunday,17025996,BURGLARY AUTO,BURGLARY - VEHICLE,1100 UNIVERSITY AVE,05/07/2017 12:00:00 AM 23:00,37.869067, -122.292043
Sunday,17091275,BURGLARY AUTO,BURGLARY - VEHICLE,1444 SHATTUCK PL,07/02/2017 12:00:00 AM 20:40,37.881525, -122.269974
Sunday,17012497,DISTURBANCE,DISORDERLY CONDUCT,1600 CARLETON ST,03/05/2017 12:00:00 AM 17:00,37.859889, -122.278167
Sunday,17035280,THEFT MISD. (UNDER $950),LARCENY,1500 SHATTUCK AVE,06/18/2017 12:00:00 AM 17:30,37.880227, -122.26936
Sunday,17024171,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 PAGE ST,04/30/2017 12:00:00 AM 08:00,37.876644, -122.299354
Sunday,17029067,IDENTITY THEFT,FRAUD,1900 DELAWARE ST,05/14/2017 12:00:00 AM 12:00,37.874237, -122.273052
Sunday,17044281,ARSON,ARSON,3200 ELLIS ST,07/30/2017 12:00:00 AM 10:30,37.850367, -122.272807
Sunday,17027283,THEFT MISD. (UNDER $950),LARCENY,1000 ASHBY AVE,05/14/2017 12:00:00 AM 09:58,37.851653, -122.289194
Sunday,17090854,IDENTITY THEFT,FRAUD,1300 SANTA FE AVE,04/09/2017 12:00:00 AM 09:20,37.881201, -122.29098
Sunday,17027357,ASSAULT/BATTERY FEL.,ASSAULT,3000 TELEGRAPH AVE,05/14/2017 12:00:00 AM 19:15,37.855435, -122.259841
Sunday,17035080,VANDALISM,VANDALISM,2000 KITTREDGE ST,06/18/2017 12:00:00 AM 13:45,37.868204, -122.270054
Sunday,17024243,BURGLARY AUTO,BURGLARY - VEHICLE,SAN PABLO AVENUE & ADDISON ST,04/30/2017 12:00:00 AM 21:15,37.867835, -122.291645
Sunday,17047538,NARCOTICS,DRUG VIOLATION,1700 UNIVERSITY AVE,08/13/2017 12:00:00 AM 19:42,37.870948, -122.27733
Sunday,17016943,THEFT MISD. (UNDER $950),LARCENY,ELLSWORTH STREET & DURANT AVE,03/26/2017 12:00:00 AM 16:00,37.867221, -122.263531
Sunday,17012381,BRANDISHING,WEAPONS OFFENSE,2000 FOURTH ST,03/05/2017 12:00:00 AM 00:50,37.867026, -122.299737
Sunday,17090483,VANDALISM,VANDALISM,400 GILMAN ST,03/05/2017 12:00:00 AM 11:30,37.877715, -122.309618
Sunday,17014227,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 CHANNING WAY,03/12/2017 12:00:00 AM 00:01,37.867491, -122.254054
Sunday,17030453,THEFT MISD. (UNDER $950),LARCENY,1200 EUCLID ST,05/28/2017 12:00:00 AM 18:09,Berkeley, CA
Sunday,17091271,VANDALISM,VANDALISM,1211 ASHBY AVE,07/02/2017 12:00:00 AM 10:15,37.852257, -122.286107
Sunday,17022740,VANDALISM,VANDALISM,2300 ROSE ST,04/23/2017 12:00:00 AM 20:00,37.883009, -122.265094
Sunday,17021781,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1900 HENRY ST,04/16/2017 12:00:00 AM 08:00,37.873678, -122.269765
Sunday,17047569,ROBBERY,ROBBERY,1300 UNIVERSITY AVE,08/13/2017 12:00:00 AM 22:10,37.869764, -122.28655
Sunday,17032707,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2900 HARPER ST,06/04/2017 12:00:00 AM 08:00,37.855832, -122.272369
Sunday,17028788,BURGLARY AUTO,BURGLARY - VEHICLE,UNIVERSITY AVENUE & SECOND ST,05/21/2017 12:00:00 AM 11:43,37.866981, -122.302083
Sunday,17042830,ASSAULT/BATTERY MISD.,ASSAULT,3200 ADELINE ST,07/23/2017 12:00:00 AM 09:47,37.850345, -122.270911
Sunday,17091122,THEFT MISD. (UNDER $950),LARCENY,400 ALTA RD,06/11/2017 12:00:00 AM 23:00,Berkeley, CA
Sunday,17030635,BURGLARY AUTO,BURGLARY - VEHICLE,2200 PARKER ST,05/28/2017 12:00:00 AM 12:00,37.862491, -122.2646
Sunday,17030575,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1000 PAGE ST,05/28/2017 12:00:00 AM 22:00,37.877153, -122.296905
Sunday,17018613,VANDALISM,VANDALISM,1100 WALNUT ST,04/02/2017 12:00:00 AM 21:00,37.887961, -122.269822
Sunday,17039738,NARCOTICS,DRUG VIOLATION,1900 SHATTUCK AVE,07/09/2017 12:00:00 AM 12:23,37.873687, -122.268616
Sunday,17019831,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,04/09/2017 12:00:00 AM 19:06,37.858079, -122.268016
Sunday,17026050,VANDALISM,VANDALISM,GILMAN STREET & EASTSHORE HWY,05/07/2017 12:00:00 AM 20:00,37.878312, -122.306543
Sunday,17016929,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2100 CENTER ST,03/26/2017 12:00:00 AM 17:57,37.870308, -122.26805
Sunday,17016940,ASSAULT/BATTERY MISD.,ASSAULT,2200 BONAR ST,03/26/2017 12:00:00 AM 19:21,37.86695, -122.286984
Sunday,17024137,ASSAULT/BATTERY MISD.,ASSAULT,BANCROFT WAY & SHATTUCK AVE,04/30/2017 12:00:00 AM 13:08,37.867601, -122.267718
Sunday,17091002,IDENTITY THEFT,FRAUD,1900 FRANCISCO ST,05/21/2017 12:00:00 AM 21:36,37.875113, -122.273413
Sunday,17090808,VANDALISM,VANDALISM,2100 KITTREDGE ST,04/23/2017 12:00:00 AM 18:00,37.868512, -122.26781
Sunday,17041294,ASSAULT/BATTERY MISD.,ASSAULT,1500 UNIVERSITY AVE,07/16/2017 12:00:00 AM 08:10,37.870396, -122.281585
Sunday,17090670,BURGLARY AUTO,BURGLARY - VEHICLE,1600 ASHBY AVE,04/02/2017 12:00:00 AM 23:15,37.853554, -122.276925
Sunday,17046417,ASSAULT/BATTERY MISD.,ASSAULT,2900 BUENA VISTA WAY,08/06/2017 12:00:00 AM 00:01,37.883224, -122.256464
Sunday,17031856,DISTURBANCE,DISORDERLY CONDUCT,2700 CHANNING WAY,06/04/2017 12:00:00 AM 02:03,37.867491, -122.254054
Sunday,17027249,DISTURBANCE,DISORDERLY CONDUCT,1600 WOOLSEY ST,05/14/2017 12:00:00 AM 02:27,37.850899, -122.276174
Sunday,17044400,VANDALISM,VANDALISM,1900 TENTH ST,07/30/2017 12:00:00 AM 10:00,37.870213, -122.293749
Sunday,17027262,SEXUAL ASSAULT FEL.,SEX CRIME,1700 OXFORD ST,05/14/2017 12:00:00 AM 03:30,37.876881, -122.266666
Sunday,17022594,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,04/23/2017 12:00:00 AM 12:50,37.871167, -122.268285
Sunday,17091073,THEFT MISD. (UNDER $950),LARCENY,2200 ROSE ST,06/04/2017 12:00:00 AM 22:40,37.882353, -122.267136
Sunday,17091648,THEFT MISD. (UNDER $950),LARCENY,2300 PIEDMONT AVE,08/20/2017 12:00:00 AM 00:00,37.869839, -122.252365
Sunday,17039854,GUN/WEAPON,WEAPONS OFFENSE,1400 SIXTY-SIXTH ST,07/09/2017 12:00:00 AM 22:25,Berkeley, CA
Sunday,17036725,THEFT FELONY (OVER $950),LARCENY,1600 JULIA ST,06/25/2017 12:00:00 AM 13:00,37.854442, -122.277107
Sunday,17025877,ROBBERY,ROBBERY,TENTH STREET & PARKER ST,05/07/2017 12:00:00 AM 22:47,37.859102, -122.290163
Sunday,17090643,IDENTITY THEFT,FRAUD,900 SHATTUCK AVE,03/26/2017 12:00:00 AM 12:30,37.890945, -122.271126
Sunday,17091269,THEFT MISD. (UNDER $950),LARCENY,2200 DURANT AVE,07/02/2017 12:00:00 AM 02:05,37.866969, -122.26553
Sunday,17012505,IDENTITY THEFT,FRAUD,1800 UNIVERSITY AVE,03/05/2017 12:00:00 AM 18:40,37.871246, -122.274991
Sunday,17090540,THEFT FELONY (OVER $950),LARCENY,2500 HILGARD AVE,03/05/2017 12:00:00 AM 18:20,37.878629, -122.260883
Sunday,17013821,DOMESTIC VIOLENCE,FAMILY OFFENSE,1200 ASHBY AVE,03/12/2017 12:00:00 AM 09:33,37.852211, -122.286336
Sunday,17016963,THEFT MISD. (UNDER $950),LARCENY,2100 CARLETON ST,03/26/2017 12:00:00 AM 18:30,37.861265, -122.26698
Sunday,17091373,THEFT MISD. (UNDER $950),LARCENY,2700 BANCROFT WAY,07/16/2017 12:00:00 AM 15:30,37.869312, -122.254314
Sunday,17027363,DISTURBANCE,DISORDERLY CONDUCT,1800 UNIVERSITY AVE,05/14/2017 12:00:00 AM 19:39,37.871246, -122.274991
Sunday,17039823,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1000 CHANNING WAY,07/09/2017 12:00:00 AM 16:55,37.862462, -122.292149
Sunday,17028878,BURGLARY AUTO,BURGLARY - VEHICLE,PARKER STREET & SAN PABLO AVE,05/21/2017 12:00:00 AM 19:20,37.859319, -122.28907
Sunday,17019902,BURGLARY AUTO,BURGLARY - VEHICLE,1600 EASTSHORE HWY,04/09/2017 12:00:00 AM 18:00,37.873351, -122.305374
Sunday,17028821,THEFT MISD. (UNDER $950),LARCENY,1200 SAN PABLO AVE,05/21/2017 12:00:00 AM 15:28,37.882067, -122.296392
