Day,CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude
Saturday,17013649,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2800 NINTH ST,03/11/2017 12:00:00 AM 07:15,37.855748, -122.290281
Saturday,17027130,MISSING JUVENILE,MISSING PERSON,1400 KAINS AVE,05/13/2017 12:00:00 AM 00:00,37.878798, -122.294284
Saturday,17028637,VANDALISM,VANDALISM,2600 TELEGRAPH AVE,05/20/2017 12:00:00 AM 14:30,37.862927, -122.258784
Saturday,17013897,THEFT MISD. (UNDER $950),LARCENY,2000 BANCROFT WAY,03/11/2017 12:00:00 AM 20:48,37.867336, -122.269876
Saturday,17020925,ASSAULT/BATTERY MISD.,ASSAULT,ALLSTON WAY & M L KING JR WAY,04/15/2017 12:00:00 AM 11:40,Berkeley, CA
Saturday,17028626,THEFT MISD. (UNDER $950),LARCENY,2000 SAN PABLO AVE,05/20/2017 12:00:00 AM 15:35,37.868845, -122.29214
Saturday,17018177,BURGLARY AUTO,BURGLARY - VEHICLE,ROSE STREET & GRANT ST,04/01/2017 12:00:00 AM 16:00,37.88113, -122.276389
Saturday,17027179,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 COLLEGE AVE,05/13/2017 12:00:00 AM 21:08,37.858356, -122.253179
Saturday,17091164,VANDALISM,VANDALISM,2700 VIRGINIA ST,06/17/2017 12:00:00 AM 20:00,37.878241, -122.257059
Saturday,17012433,THEFT MISD. (UNDER $950),LARCENY,2600 WEBSTER ST,03/04/2017 12:00:00 AM 18:00,37.855824, -122.25502
Saturday,17091023,BURGLARY AUTO,BURGLARY - VEHICLE,FOLGER AVE/HOLLIS ST,05/27/2017 12:00:00 AM 19:10,Berkeley, CA
Saturday,17044085,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AVE,07/29/2017 12:00:00 AM 10:07,37.865009, -122.258767
Saturday,17047289,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,08/12/2017 12:00:00 AM 13:00,37.868667, -122.313656
Saturday,17091422,THEFT FELONY (OVER $950),LARCENY,2700 SAN PABLO AVE,07/22/2017 12:00:00 AM 23:10,37.857743, -122.288545
Saturday,17091598,VANDALISM,VANDALISM,1700 MCGEE AVE,08/12/2017 12:00:00 AM 17:15,37.875426, -122.278057
Saturday,17034773,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1300 CURTIS ST,06/17/2017 12:00:00 AM 05:00,37.880891, -122.290189
Saturday,17019112,DISTURBANCE,DISORDERLY CONDUCT,2000 VINE ST,04/01/2017 12:00:00 AM 00:30,37.879921, -122.271646
Saturday,17028832,THEFT MISD. (UNDER $950),LARCENY,1400 PARKER ST,05/20/2017 12:00:00 AM 14:00,37.860172, -122.282847
Saturday,17012266,ASSAULT/BATTERY MISD.,ASSAULT,1200 CHANNING WAY,03/04/2017 12:00:00 AM 10:18,37.863126, -122.288063
Saturday,17023892,THEFT MISD. (UNDER $950),LARCENY,1900 SHATTUCK AVE,04/29/2017 12:00:00 AM 10:00,37.873687, -122.268616
Saturday,17045779,DISTURBANCE,DISORDERLY CONDUCT,2300 TELEGRAPH AVE,08/05/2017 12:00:00 AM 19:11,37.868714, -122.259189
Saturday,17035530,DOMESTIC VIOLENCE,FAMILY OFFENSE,1900 WARD ST,03/11/2017 12:00:00 AM 02:58,37.858856, -122.271592
Saturday,17039471,BRANDISHING,WEAPONS OFFENSE,2300 TELEGRAPH AVE,07/08/2017 12:00:00 AM 08:42,37.868714, -122.259189
Saturday,17018344,BURGLARY AUTO,BURGLARY - VEHICLE,ACTON STREET & CEDAR ST,04/01/2017 12:00:00 AM 12:00,37.876386, -122.285017
Saturday,17012358,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 TELEGRAPH AVE,03/04/2017 12:00:00 AM 20:00,37.857452, -122.259548
Saturday,17035224,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1300 ACTON ST,06/17/2017 12:00:00 AM 04:00,37.882294, -122.284835
Saturday,17045905,THEFT MISD. (UNDER $950),LARCENY,700 CRAGMONT AVE,08/05/2017 12:00:00 AM 18:00,37.898138, -122.268255
Saturday,17022328,GUN/WEAPON,WEAPONS OFFENSE,800 UNIVERSITY AVE,04/22/2017 12:00:00 AM 04:32,37.867723, -122.298406
Saturday,17027030,DISTURBANCE,DISORDERLY CONDUCT,1100 ADDISON ST,05/13/2017 12:00:00 AM 07:50,37.868161, -122.291751
Saturday,17033411,DISTURBANCE,DISORDERLY CONDUCT,2000 FOURTH ST,06/10/2017 12:00:00 AM 22:00,37.867026, -122.299737
Saturday,17024007,GUN/WEAPON,WEAPONS OFFENSE,2600 SAN PABLO AVE,04/29/2017 12:00:00 AM 23:00,37.85922, -122.289035
Saturday,17039643,NARCOTICS,DRUG VIOLATION,PAGE STREET & EASTSHORE HWY,07/08/2017 12:00:00 AM 22:15,37.875308, -122.30592
Saturday,17036539,NARCOTICS,DRUG VIOLATION,BAY STREET & POTTER ST,06/24/2017 12:00:00 AM 20:01,37.850424, -122.296031
Saturday,17091388,IDENTITY THEFT,FRAUD,1600 FAIRVIEW ST,07/15/2017 12:00:00 AM 14:40,37.850001, -122.275963
Saturday,17016852,BURGLARY AUTO,BURGLARY - VEHICLE,2800 MILVIA ST,03/25/2017 12:00:00 AM 21:00,37.857592, -122.269186
Saturday,17091266,THEFT FELONY (OVER $950),LARCENY,2300 BOWDITCH ST,07/01/2017 12:00:00 AM 03:00,37.868997, -122.256886
Saturday,17039569,THEFT MISD. (UNDER $950),LARCENY,2800 HILGARD AVE,07/08/2017 12:00:00 AM 15:00,37.879273, -122.255986
Saturday,17021013,DISTURBANCE,DISORDERLY CONDUCT,1400 TENTH ST,04/15/2017 12:00:00 AM 13:30,37.8784, -122.296383
Saturday,17048974,BURGLARY AUTO,BURGLARY - VEHICLE,2500 SAN PABLO AVE,08/19/2017 12:00:00 AM 19:25,37.861078, -122.289632
Saturday,17025437,NARCOTICS,DRUG VIOLATION,MARKET STREET & 61ST ST,05/06/2017 12:00:00 AM 00:40,Berkeley, CA
Saturday,17041174,THEFT MISD. (UNDER $950),LARCENY,2800 SHATTUCK AVE,07/15/2017 12:00:00 AM 07:00,37.858525, -122.266906
Saturday,17020888,DISTURBANCE,DISORDERLY CONDUCT,1900 CENTER ST,04/15/2017 12:00:00 AM 04:05,37.869685, -122.272804
Saturday,17091488,THEFT MISD. (UNDER $950),LARCENY,2400 PIEDMONT CIR,07/01/2017 12:00:00 AM 13:20,37.867546, -122.251967
Saturday,17091354,THEFT MISD. (UNDER $950),LARCENY,2000 UNIVERSITY AVE,07/08/2017 12:00:00 AM 11:00,37.871828, -122.270516
Saturday,17039503,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1600 SAN PABLO AVE,07/08/2017 12:00:00 AM 11:57,37.875189, -122.294176
Saturday,17041175,NARCOTICS,DRUG VIOLATION,2100 SEVENTH ST,07/15/2017 12:00:00 AM 17:15,37.866936, -122.296218
Saturday,17090974,THEFT MISD. (UNDER $950),LARCENY,2200 SHATTUCK AVE,05/20/2017 12:00:00 AM 20:00,37.869363, -122.268028
Saturday,17022595,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1700 CHANNING WAY,04/22/2017 12:00:00 AM 18:30,37.864591, -122.276855
Saturday,17020971,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,CENTER STREET & SHATTUCK AVE,04/15/2017 12:00:00 AM 16:04,37.870346, -122.267796
Saturday,17020856,ROBBERY,ROBBERY,PIEDMONT AVENUE & CHANNING WAY,04/15/2017 12:00:00 AM 00:33,37.86793, -122.251798
Saturday,17019474,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & M L KING JR WAY,04/08/2017 12:00:00 AM 00:53,Berkeley, CA
Saturday,17022476,NARCOTICS,DRUG VIOLATION,SECOND STREET & PAGE ST,04/22/2017 12:00:00 AM 21:11,37.875531, -122.304855
Saturday,17091644,VANDALISM,VANDALISM,2000 KITTREDGE ST,08/19/2017 12:00:00 AM 13:25,37.868204, -122.270054
Saturday,17091253,THEFT MISD. (UNDER $950),LARCENY,2150 SHATTUCK AVE,06/24/2017 12:00:00 AM 18:10,37.870345, -122.268073
Saturday,17031898,BURGLARY AUTO,BURGLARY - VEHICLE,2000 DEL NORTE ST,06/03/2017 12:00:00 AM 21:30,37.889017, -122.272389
Saturday,17015235,VANDALISM,VANDALISM,3000 SHATTUCK AVE,03/18/2017 12:00:00 AM 23:09,37.855026, -122.266475
Saturday,17023719,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1900 SHATTUCK AVE,04/29/2017 12:00:00 AM 23:19,37.873687, -122.268616
Saturday,17090484,BURGLARY AUTO,BURGLARY - VEHICLE,2400 WEBSTER ST,03/04/2017 12:00:00 AM 21:00,37.855199, -122.259768
Saturday,17013630,ASSAULT/BATTERY MISD.,ASSAULT,700 HARRISON ST,03/11/2017 12:00:00 AM 11:49,37.880564, -122.304896
Saturday,17044173,ASSAULT/BATTERY FEL.,ASSAULT,CENTER STREET & M L KING JR WAY,07/29/2017 12:00:00 AM 19:55,Berkeley, CA
Saturday,17023798,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AVENUE & BANCROFT WAY,04/29/2017 12:00:00 AM 03:29,37.867583, -122.267844
Saturday,17022297,2ND RESPONSE,NOISE VIOLATION,2300 DWIGHT WAY,04/22/2017 12:00:00 AM 00:03,37.864535, -122.262993
Saturday,17028532,DISTURBANCE,DISORDERLY CONDUCT,SIXTY-THIRD STREET & MARKET ST,05/20/2017 12:00:00 AM 01:05,Berkeley, CA
Saturday,17033265,VANDALISM,VANDALISM,2100 CENTER ST,06/10/2017 12:00:00 AM 01:00,37.870308, -122.26805
Saturday,17020964,ASSAULT/BATTERY MISD.,ASSAULT,M L KING JR WAY & ALLSTON WAY,04/15/2017 12:00:00 AM 14:12,Berkeley, CA
Saturday,17016758,2ND RESPONSE,NOISE VIOLATION,3000 ACTON ST,03/25/2017 12:00:00 AM 22:49,37.853085, -122.281368
Saturday,17042734,THEFT FELONY (OVER $950),LARCENY,1900 SHATTUCK AVE,07/22/2017 12:00:00 AM 20:55,37.873687, -122.268616
Saturday,17022473,NARCOTICS,DRUG VIOLATION,2400 TELEGRAPH AVE,04/22/2017 12:00:00 AM 21:05,37.866761, -122.258779
Saturday,17023936,NARCOTICS,DRUG VIOLATION,"37.8604074730001000, -122.2991894540000000",04/29/2017 12:00:00 AM 19:14,Berkeley, CA
Saturday,17048885,SEXUAL ASSAULT FEL.,SEX CRIME,1400 SHATTUCK AVE,08/19/2017 12:00:00 AM 15:55,37.881957, -122.269551
Saturday,17019667,THEFT MISD. (UNDER $950),LARCENY,200 UNIVERSITY AVE,04/08/2017 12:00:00 AM 21:30,37.865491, -122.310065
Saturday,17028778,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 DWIGHT WAY,05/20/2017 12:00:00 AM 22:00,37.86194, -122.283026
Saturday,17013164,DISTURBANCE,DISORDERLY CONDUCT,100 SPINNAKER WAY,03/11/2017 12:00:00 AM 08:46,37.870287, -122.316238
Saturday,17038760,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1700 FOURTH ST,07/01/2017 12:00:00 AM 04:30,37.871268, -122.30106
Saturday,17015061,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,TELEGRAPH AVENUE & PARKER ST,03/11/2017 12:00:00 AM 17:30,37.863272, -122.258656
Saturday,17036573,THEFT MISD. (UNDER $950),LARCENY,2100 FOURTH ST,06/24/2017 12:00:00 AM 11:15,37.866253, -122.299483
Saturday,17026056,THEFT MISD. (UNDER $950),LARCENY,2200 OREGON ST,05/06/2017 12:00:00 AM 08:00,37.857993, -122.263965
Saturday,17036531,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 SAN PABLO AVE,06/24/2017 12:00:00 AM 19:24,37.853576, -122.287202
Saturday,17022309,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 COLLEGE AVE,04/22/2017 12:00:00 AM 01:40,37.858356, -122.253179
Saturday,17044899,VEHICLE RECOVERED,RECOVERED VEHICLE,1800 SECOND ST,07/29/2017 12:00:00 AM 23:00,37.869594, -122.30292
Saturday,17031997,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1100 HEARST AVE,06/03/2017 12:00:00 AM 17:00,37.870417, -122.292485
Saturday,17028511,FRAUD/FORGERY,FRAUD,SIXTY-THIRD STREET & MARKET ST,05/20/2017 12:00:00 AM 00:20,Berkeley, CA
Saturday,17019608,DOMESTIC VIOLENCE,FAMILY OFFENSE,800 HEARST AVE,04/08/2017 12:00:00 AM 16:33,37.869084, -122.299245
Saturday,17033232,NARCOTICS,DRUG VIOLATION,M L KING JR WAY & CENTER ST,06/10/2017 12:00:00 AM 00:12,Berkeley, CA
Saturday,17022430,FRAUD/FORGERY,FRAUD,1500 WALNUT ST,04/22/2017 12:00:00 AM 18:07,37.880376, -122.268183
Saturday,17013743,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2500 DURANT AVE,03/11/2017 12:00:00 AM 21:50,37.867852, -122.258699
Saturday,17042637,BURGLARY AUTO,BURGLARY - VEHICLE,VIRGINIA STREET & FOURTH ST,07/22/2017 12:00:00 AM 10:30,37.871883, -122.301255
Saturday,17013735,BURGLARY AUTO,BURGLARY - VEHICLE,BERKELEY WAY & M L KING JR WAY,03/11/2017 12:00:00 AM 20:45,Berkeley, CA
Saturday,17015182,ROBBERY,ROBBERY,3200 ADELINE ST,03/18/2017 12:00:00 AM 16:30,37.850345, -122.270911
Saturday,17023803,ASSAULT/BATTERY MISD.,ASSAULT,2300 PIEDMONT AVE,04/29/2017 12:00:00 AM 01:00,37.869839, -122.252365
Saturday,17091312,BURGLARY AUTO,BURGLARY - VEHICLE,700 SPRUCE ST,07/08/2017 12:00:00 AM 03:15,37.898024, -122.269917
Saturday,17042691,DISTURBANCE,DISORDERLY CONDUCT,2200 SAN PABLO AVE,07/22/2017 12:00:00 AM 00:00,37.866231, -122.291299
Saturday,17045190,VEHICLE RECOVERED,RECOVERED VEHICLE,1300 CURTIS ST,07/15/2017 12:00:00 AM 12:00,37.880891, -122.290189
Saturday,17090578,BURGLARY AUTO,BURGLARY - VEHICLE,2800 REGENT ST,03/18/2017 12:00:00 AM 23:25,37.859589, -122.257019
Saturday,17090975,THEFT FELONY (OVER $950),LARCENY,1400 PARKER ST,05/20/2017 12:00:00 AM 00:05,37.860172, -122.282847
Saturday,17041131,THEFT MISD. (UNDER $950),LARCENY,900 SHATTUCK SQ,07/15/2017 12:00:00 AM 12:30,Berkeley, CA
Saturday,17038181,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 UNIVERSITY AVE,07/01/2017 12:00:00 AM 22:55,37.868273, -122.295963
Saturday,17091056,THEFT MISD. (UNDER $950),LARCENY,1600 WALNUT ST,06/03/2017 12:00:00 AM 00:15,37.878407, -122.267962
Saturday,17033510,THEFT FELONY (OVER $950),LARCENY,1400 TENTH ST,06/10/2017 12:00:00 AM 19:30,37.8784, -122.296383
Saturday,17039557,BURGLARY AUTO,BURGLARY - VEHICLE,900 POTTER ST,07/08/2017 12:00:00 AM 16:56,37.85147, -122.291495
Saturday,17018354,MISSING JUVENILE,MISSING PERSON,1200 FRANCISCO ST,04/01/2017 12:00:00 AM 13:00,37.87304, -122.289659
Saturday,17045599,NARCOTICS,DRUG VIOLATION,SECOND STREET & UNIVERSITY AVE,08/05/2017 12:00:00 AM 01:04,37.866981, -122.302083
Saturday,17024896,MISSING ADULT,MISSING PERSON,1400 BONITA AVE,04/29/2017 12:00:00 AM 08:00,37.881433, -122.272921
Saturday,17019649,THEFT FROM AUTO,LARCENY - FROM VEHICLE,MODOC STREET & SOLANO AVE,04/08/2017 12:00:00 AM 20:32,37.891316, -122.280311
Saturday,17041548,THEFT MISD. (UNDER $950),LARCENY,2000 SHATTUCK AVE,07/15/2017 12:00:00 AM 15:15,37.8719, -122.268389
Saturday,17033315,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 VINE ST,06/10/2017 12:00:00 AM 13:41,37.880834, -122.264578
Saturday,17091171,THEFT FELONY (OVER $950),LARCENY,2700 HILLEGASS AVE,06/17/2017 12:00:00 AM 10:00,37.861672, -122.255992
Saturday,17013740,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2300 TELEGRAPH AVE,03/11/2017 12:00:00 AM 03:11,37.868714, -122.259189
Saturday,17035693,THEFT FROM AUTO,LARCENY - FROM VEHICLE,CHANNING WAY & FULTON ST,05/20/2017 12:00:00 AM 12:00,37.866037, -122.265618
Saturday,17040126,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2900 SEVENTH ST,07/08/2017 12:00:00 AM 16:30,37.852822, -122.291677
Saturday,17023990,2ND RESPONSE,NOISE VIOLATION,2200 HASTE ST,04/29/2017 12:00:00 AM 22:09,37.865141, -122.265441
Saturday,17013664,ASSAULT/BATTERY MISD.,ASSAULT,BONAR STREET & UNIVERSITY AVE,03/11/2017 12:00:00 AM 14:30,37.869642, -122.287492
Saturday,17032168,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2600 BENVENUE AVE,06/03/2017 12:00:00 AM 17:00,37.863522, -122.254992
Saturday,17030362,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 LE CONTE AVE,05/27/2017 12:00:00 AM 12:30,37.876965, -122.260544
Saturday,17025597,ASSAULT/BATTERY MISD.,ASSAULT,1800 SIXTH ST,05/06/2017 12:00:00 AM 17:20,37.870289, -122.29843
Saturday,17018142,ASSAULT/BATTERY MISD.,ASSAULT,2800 DOHR ST,04/01/2017 12:00:00 AM 11:00,37.855692, -122.281259
Saturday,17048874,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SHATTUCK AVE,08/19/2017 12:00:00 AM 13:00,37.867176, -122.267802
Saturday,17091069,THEFT MISD. (UNDER $950),LARCENY,2100 CENTER ST,06/03/2017 12:00:00 AM 16:00,37.870308, -122.26805
Saturday,17042191,DOMESTIC VIOLENCE,FAMILY OFFENSE,1900 WARD ST,07/01/2017 12:00:00 AM 12:00,37.858856, -122.271592
Saturday,17013611,BURGLARY AUTO,BURGLARY - VEHICLE,700 TANGLEWOOD RD,03/11/2017 12:00:00 AM 08:00,Berkeley, CA
Saturday,17023966,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 PRINCE ST,04/29/2017 12:00:00 AM 20:30,37.852871, -122.26799
Saturday,17038011,THEFT MISD. (UNDER $950),LARCENY,2400 SHATTUCK AVE,07/01/2017 12:00:00 AM 15:10,37.865772, -122.267643
Saturday,17025528,DISTURBANCE,DISORDERLY CONDUCT,1700 EUCLID AVE,05/06/2017 12:00:00 AM 10:53,37.877793, -122.260709
Saturday,17090806,BURGLARY AUTO,BURGLARY - VEHICLE,2400 PARKER ST,04/22/2017 12:00:00 AM 12:00,37.863072, -122.260352
Saturday,17044259,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2400 SHATTUCK AVE,07/29/2017 12:00:00 AM 19:00,37.865772, -122.267643
Saturday,17044577,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1500 GRANT ST,07/29/2017 12:00:00 AM 12:00,37.879188, -122.276107
Saturday,17015125,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,03/18/2017 12:00:00 AM 11:00,37.863611, -122.317566
Saturday,17045841,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 PRINCE ST,08/05/2017 12:00:00 AM 22:10,37.853683, -122.261744
Saturday,17044163,BURGLARY AUTO,BURGLARY - VEHICLE,1700 FOURTH ST,07/29/2017 12:00:00 AM 16:15,37.871268, -122.30106
Saturday,17033335,ROBBERY,ROBBERY,2800 ADELINE ST,06/10/2017 12:00:00 AM 15:29,37.858079, -122.268016
Saturday,17012217,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,RUSSELL STREET & SACRAMENTO ST,03/04/2017 12:00:00 AM 01:09,37.85492, -122.279323
Saturday,17013736,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,03/11/2017 12:00:00 AM 18:30,37.863611, -122.317566
Saturday,17030126,NARCOTICS,DRUG VIOLATION,SECOND STREET & UNIVERSITY AVE,05/27/2017 12:00:00 AM 07:20,37.866981, -122.302083
Saturday,17041182,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,07/15/2017 12:00:00 AM 18:00,37.863611, -122.317566
Saturday,17090769,THEFT FELONY (OVER $950),LARCENY,1800 STUART ST,04/15/2017 12:00:00 AM 23:00,37.857784, -122.272998
Saturday,17091417,BURGLARY AUTO,BURGLARY - VEHICLE,2000 DWIGHT WAY,07/22/2017 12:00:00 AM 23:15,37.863679, -122.26963
Saturday,17013623,DOMESTIC VIOLENCE,FAMILY OFFENSE,GILMAN STREET & SAN PABLO AVE,03/04/2017 12:00:00 AM 10:14,37.880468, -122.295876
Saturday,17015145,DISTURBANCE,DISORDERLY CONDUCT,SACRAMENTO STREET & HEARST AVE,03/18/2017 12:00:00 AM 14:17,37.872158, -122.282066
Saturday,17024097,BURGLARY AUTO,BURGLARY - VEHICLE,100 VICENTE RD,04/29/2017 12:00:00 AM 23:30,37.856367, -122.234607
Saturday,17016714,BURGLARY AUTO,BURGLARY - VEHICLE,2600 CHANNING WAY,03/25/2017 12:00:00 AM 18:43,37.867301, -122.255777
Saturday,17050601,ROBBERY,ROBBERY,DURANT AVENUE & FULTON ST,08/26/2017 12:00:00 AM 03:00,37.866935, -122.265772
Saturday,17025474,NARCOTICS,DRUG VIOLATION,SEVENTH STREET & PARDEE ST,05/06/2017 12:00:00 AM 03:28,37.856073, -122.292735
Saturday,17021546,NARCOTICS,DRUG VIOLATION,2500 REGENT ST,04/15/2017 12:00:00 AM 18:00,37.865202, -122.257795
Saturday,17091008,THEFT MISD. (UNDER $950),LARCENY,100 MARYLAND AVE,05/27/2017 12:00:00 AM 02:30,Berkeley, CA
Saturday,17091365,BURGLARY AUTO,BURGLARY - VEHICLE,COLLEGE AVE/WEBSTER ST,07/15/2017 12:00:00 AM 18:00,Berkeley, CA
Saturday,17042706,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AVE,07/22/2017 12:00:00 AM 17:44,37.880262, -122.295809
Saturday,17050867,VEHICLE STOLEN,MOTOR VEHICLE THEFT,LA LOMA AVENUE & RIDGE RD,08/26/2017 12:00:00 AM 16:00,37.87644, -122.257023
Saturday,17031649,DISTURBANCE,DISORDERLY CONDUCT,2500 ETNA ST,06/03/2017 12:00:00 AM 03:00,37.865797, -122.252741
Saturday,17039426,NARCOTICS,DRUG VIOLATION,ASHBY AVENUE & TELEGRAPH AVE,07/08/2017 12:00:00 AM 02:40,37.856181, -122.25973
Saturday,17028652,MISSING ADULT,MISSING PERSON,1600 ALCATRAZ AVE,05/20/2017 12:00:00 AM 08:00,37.848152, -122.275807
Saturday,17021406,ASSAULT/BATTERY FEL.,ASSAULT,2100 M L KING JR WAY,04/15/2017 12:00:00 AM 12:00,Berkeley, CA
Saturday,17090882,IDENTITY THEFT,FRAUD,3200 SACRAMENTO ST,05/06/2017 12:00:00 AM 10:20,37.849431, -122.278174
Saturday,17090886,IDENTITY THEFT,FRAUD,2100 BYRON ST,04/15/2017 12:00:00 AM 19:00,37.868339, -122.290388
Saturday,17038229,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2700 FOREST AVE,07/01/2017 12:00:00 AM 21:00,37.861417, -122.253149
Saturday,17034790,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 BERKELEY WAY,06/17/2017 12:00:00 AM 05:20,37.87247, -122.273021
Saturday,17025672,NARCOTICS,DRUG VIOLATION,GRAYSON STREET & SEVENTH ST,05/06/2017 12:00:00 AM 21:36,37.855294, -122.292475
Saturday,17020946,ASSAULT/BATTERY MISD.,ASSAULT,2100 MILVIA ST,04/15/2017 12:00:00 AM 11:00,37.870603, -122.270612
Saturday,17028596,NARCOTICS,DRUG VIOLATION,SECOND STREET & VIRGINIA ST,05/20/2017 12:00:00 AM 12:26,37.87142, -122.303532
Saturday,17090939,THEFT FELONY (OVER $950),LARCENY,2700 DURANT AVE,05/13/2017 12:00:00 AM 07:30,37.868352, -122.254459
Saturday,17021320,THEFT FELONY (OVER $950),LARCENY,1800 UNIVERSITY AVE,04/15/2017 12:00:00 AM 18:00,37.871246, -122.274991
Saturday,17037966,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1000 CRAGMONT AVE,06/17/2017 12:00:00 AM 12:00,37.891101, -122.265853
Saturday,17042817,BURGLARY AUTO,BURGLARY - VEHICLE,OREGON STREET & MILVIA ST,07/22/2017 12:00:00 AM 23:15,37.857316, -122.269156
Saturday,17026977,2ND RESPONSE,NOISE VIOLATION,2400 WARRING ST,05/13/2017 12:00:00 AM 00:46,37.867708, -122.250801
Saturday,17026968,ASSAULT/BATTERY MISD.,ASSAULT,2700 DWIGHT WAY,05/13/2017 12:00:00 AM 00:05,37.865748, -122.253396
Saturday,17032361,ASSAULT/BATTERY MISD.,ASSAULT,DURANT AVENUE & SHATTUCK AVE,06/03/2017 12:00:00 AM 13:00,37.8667, -122.267614
Saturday,17036671,BURGLARY AUTO,BURGLARY - VEHICLE,600 WOODMONT AVE,06/24/2017 12:00:00 AM 18:00,37.902059, -122.265294
Saturday,17091314,THEFT MISD. (UNDER $950),LARCENY,1900 RUSSELL ST,07/08/2017 12:00:00 AM 15:40,37.856132, -122.271292
Saturday,17091600,THEFT MISD. (UNDER $950),LARCENY,1100 HEARST AVE,08/12/2017 12:00:00 AM 22:30,37.870417, -122.292485
Saturday,17047376,VANDALISM,VANDALISM,2200 ASHBY AVE,08/12/2017 12:00:00 AM 20:20,37.855684, -122.263491
Saturday,17091491,BURGLARY AUTO,BURGLARY - VEHICLE,800 SANTA BARBARA RD,07/29/2017 12:00:00 AM 23:10,37.895099, -122.270493
Saturday,17031644,DISTURBANCE,DISORDERLY CONDUCT,2000 KITTREDGE ST,06/03/2017 12:00:00 AM 02:22,37.868204, -122.270054
Saturday,17090825,THEFT MISD. (UNDER $950),LARCENY,2900 REGENT ST,04/22/2017 12:00:00 AM 22:00,37.857787, -122.257013
Saturday,17030254,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1200 ASHBY AVE,05/27/2017 12:00:00 AM 19:38,37.852211, -122.286336
Saturday,17023050,ASSAULT/BATTERY FEL.,ASSAULT,1900 CENTER ST,04/15/2017 12:00:00 AM 12:00,37.869685, -122.272804
Saturday,17016712,THEFT FELONY (OVER $950),LARCENY,VIRGINIA STREET & EASTSHORE,03/25/2017 12:00:00 AM 18:45,37.871175, -122.304755
Saturday,17022405,DISTURBANCE,DISORDERLY CONDUCT,ASHBY AVENUE & TELEGRAPH AVE,04/22/2017 12:00:00 AM 14:07,37.856181, -122.25973
Saturday,17050623,THEFT FELONY (OVER $950),LARCENY,1900 FOURTH ST,08/26/2017 12:00:00 AM 15:00,37.868281, -122.300102
Saturday,17027090,ASSAULT/BATTERY FEL.,ASSAULT,2300 PIEDMONT AVE,05/13/2017 12:00:00 AM 14:55,37.869839, -122.252365
Saturday,17025450,NARCOTICS,DRUG VIOLATION,FOURTH STREET & JONES ST,05/06/2017 12:00:00 AM 01:36,37.874833, -122.302216
Saturday,17038168,BURGLARY AUTO,BURGLARY - VEHICLE,ELLSWORTH STREET & STUART ST,07/01/2017 12:00:00 AM 17:00,37.859195, -122.261915
Saturday,17045770,DISTURBANCE,DISORDERLY CONDUCT,1500 FIFTH ST,08/05/2017 12:00:00 AM 18:43,37.87493, -122.301147
